"","no_anp","titulo","empresa_responsavel","demais_proponentes","qualificacao","objetivo","area","tema","subtema","empresa_petrolifera_executora","empresa_brasileira_executora","instituicao_executora","unidade_de_pesquisa_executora","n_autorizacao","data_inicio","prazo","valor_clausula","executor_1"
"2800","22947-6","Capacitação do Laboratório de Macromoléculas e Colóides na Industria de Petróleo (LMCP) para o desenvolvimento de biopolímeros e biossurfactantes para o aumento da produção de petróleo e tratamento de água.","SHELL","SHELL","INFRAESTRUTURA","O objetivo principal deste projeto é fornecer ao Laboratório de Macromoléculas e Coloides na Indústria de Petróleo (LMCP) infraestrutura complementar de forma a capacitar o laboratório para o desenvolvimento de biopolímeros e biossurfactantes visando sua aplicação em fluidos de recuperação avançada de petróleo, inibidores de deposição inorgânica e tratamento de água. Ainda, montar uma planta piloto de tratamento de água com a finalidade de adequar os estudos às condições de campo.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","RECUPERAÇÃO AVANÇADA DE PETRÓLEO","RECUPERAÇÃO MELHORADA DE PETRÓLEO",NA,NA,"UFRJ","UFRJ - Laboratório de Macromoléculas e Colóides na Indústria de Petróleo","0823/2022","04/11/2022",24,"R$ 19735641,18","UFRJ"
"2801","22948-4","Capacitação do Laboratório de BIOINOVAR - BIOTECNOLOGIA - UNIDADE DE BIOCATALISE, BIOPRODUTOS E BIOENERGIA para o desenvolvimento de biopolímeros, biossurfactantes e biocidas para aplicação em recuperação avançada de petróleo.","SHELL","SHELL","INFRAESTRUTURA","O objetivo principal deste projeto é fornecer ao Laboratório BIOINOVAR - BIOTECNOLOGIA - UNIDADE DE BIOCATALISE, BIOPRODUTOS E BIOENERGIA infraestrutura complementar de forma a capacitar o laboratório para a produção de biopolímeros, biossurfactantes e biocidas visando sua aplicação em fluidos de recuperação avançada de petróleo. E ainda a construção de um galpão para abrigar a planta piloto para escalonamento da produção.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","RECUPERAÇÃO AVANÇADA DE PETRÓLEO","RECUPERAÇÃO MELHORADA DE PETRÓLEO",NA,NA,"UFRJ","UFRJ - BIOINOVAR  - BIOTECNOLOGIA- UNIDADE DE BIOCATALISE, BIOPRODUTOS E BIOENERGIA","0857/2022","23/11/2022",24,"R$ 19114701,51","UFRJ"
"2802","22949-2","Melhoria da infraestrutura do Laboratório de Macromoléculas e Colóides na Indústria de Petróleo (LMCP) para o desenvolvimento de biopolímeros e biossurfactantes para o aumento da produção de petróleo e tratamento de água.","SHELL","SHELL","INFRAESTRUTURA - NOVA EDIFICAÇÃO OU ACRÉSCIMO DE ÁREA","O objetivo deste projeto é ampliar a infraestrutura existente do Laboratório de Macromoléculas e Coloides na Indústria de Petróleo para o desenvolvimento de fluidos de recuperação avançada de petróleo, inibidores de deposição inorgânica e de tratamento de água. Esta nova infraestrutura irá abrigar equipamentos de avaliação da eficiência destes fluidos, bem como uma planta piloto de tratamento de água com a finalidade de adequar os estudos às condições de campo.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","RECUPERAÇÃO AVANÇADA DE PETRÓLEO","RECUPERAÇÃO MELHORADA DE PETRÓLEO",NA,NA,"UFRJ","UFRJ - Laboratório de Macromoléculas e Colóides na Indústria de Petróleo","0734/2022","25/10/2022",24,"R$ 1855891,83","UFRJ"
"2803","22950-0","Melhoria da infraestrutura do Laboratório de BIOINOVAR - BIOTECNOLOGIA - UNIDADE DE BIOCATALISE, BIOPRODUTOS E BIOENERGIA para o desenvolvimento de biopolímeros, biossurfactantes e biocidas para aplicação em recuperação avançada de petróleo.","SHELL","SHELL","INFRAESTRUTURA - NOVA EDIFICAÇÃO OU ACRÉSCIMO DE ÁREA","O objetivo principal deste projeto é fornecer ao Laboratório BIOINOVAR - BIOTECNOLOGIA - UNIDADE DE BIOCATALISE, BIOPRODUTOS E BIOENERGIA infraestrutura complementar de forma a capacitar o laboratório para a produção de biopolímeros, biossurfactantes e biocidas visando sua aplicação em fluidos de recuperação avançada de petróleo. E ainda a construção de um galpão para abrigar a planta piloto para escalonamento da produção.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","RECUPERAÇÃO AVANÇADA DE PETRÓLEO","RECUPERAÇÃO MELHORADA DE PETRÓLEO",NA,NA,"UFRJ","UFRJ - BIOINOVAR  - BIOTECNOLOGIA- UNIDADE DE BIOCATALISE, BIOPRODUTOS E BIOENERGIA","0733/2022","25/10/2022",24,"R$ 3471520,40","UFRJ"
"2804","22951-8","INTERFACES 3D - Melhoria da infraestrutura laboratorial do Centro de Pesquisas em Fluidos não Newtonianos na UTFPR","PETROBRAS","PETROBRAS","INFRAESTRUTURA","Este projeto tem por objetivo principal readequar e aprimorar a infraestrutura (equipamentos e obras) do Centro de Pesquisas em Reologia e Fluidos Não Newtonianos (CERNN) para que possa ser avaliado o fenômeno de substituição de fluido que ocorrem em hidráulica de perfuração de poços através da realização de ensaios experimentais.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","ENGENHARIA DE POÇO","PERFURAÇÃO E COMPLETAÇÃO - TÉCNICAS E TECNOLOGIAS",NA,NA,"UTFPR","UTFPR - CERNN - Centro de Pesquisas em Fluidos Não Newtonianos","0761/2022","19/12/2022",18,"R$ 545410,54","UTFPR"
"2805","22952-6","Infraestrutura para Desenvolvimento de metodologias para verificação de desempenho de medidores de vazão em escoamento multifásico operando em condições submarinas no Pré-sal.""""","PETROBRAS","PETROBRAS","INFRAESTRUTURA","Melhorar a infraestrutura no site de testes do Centro Tecnológico do Pré-sal Brasileiro (CTPB) na Universidade Federal de Itajubá - Unifei de modo a capacitar a instalação para condução de experimentos, desenvolvimentos e inovação envolvendo medidores multifásicos oprerando em condições típicas do pré-sal brasileiro ou seja pressão elevada, alta concnetração de CO2 e agua com alta salinidade.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS","CARACTERIZAÇÃO E PROCESSAMENTO DE FLUIDOS PRODUZIDOS",NA,NA,"UNIFEI","UNIFEI - Núcleo de Separadores Compactos - (NUSEC/IEM)","0762/2022","29/12/2022",14,"R$ 7581455,66","UNIFEI"
"2806","22956-7","Infraestrutura para laboratório de desenvolvimento de Células a Combustível de Óxido Sólido a Etanol direto ¿EQUIPAMENTOS E ADEQUAÇÃO DE INFRAESTRUTURA LABORATORIAL","SHELL","SHELL","INFRAESTRUTURA","Criar a infraestrutura (obra física e equipamentos) adequados ao desenvolvimento de células a combustível com design otimizado, bem como materiais que promovam um maior desempenho da mesma, como por exemplo melhores condutores iônicos e catalisadores que promovam a oxidação preferencial de etanol. Esta infraestrutura permitirá projetar uma SOFC a etanol direto otimizada para aplicações de mobilidade.","BIOCOMBUSTÍVEIS","BIOETANOL","OUTROS",NA,NA,"USP","USP - CENTRO DE PESQUISA PARA INOVAÇÃO EM GÁS (RCGI)","0801/2022","05/12/2022",12,"R$ 7300115,27","USP"
"2807","22957-5","CAPACITAÇÃO DO LABORATÓRIO DE TERMODINÂMICA E SIMULAÇÃO MOLECULAR PARA MEDIÇÃO E CÁLCULOS PROPRIEDADES DE EQUILÍBRIO E PROPRIEDADES DE TRANSPORTES EM CONDIÇÕES REAIS DE RESERVATÓRIOS DO PRÉ-SAL BRASILEIRO","SHELL","SHELL","INFRAESTRUTURA","O presente projeto projeto possui como objetivo principal a montagem de uma estrutura laboratorial par investigar as propriedades termodinâmicas e transporte de fluídos. Especificamente serão adquiridos equipamentos capazes de fornecer informaçoes valiosas a respeito de projetos de recuperação avançados e melhores dos fluídos de reservatórios, sob diversas condições de temperaturas pressão e composição.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","RECUPERAÇÃO AVANÇADA DE PETRÓLEO","RECUPERAÇÃO MELHORADA DE PETRÓLEO",NA,NA,"UFRJ","UFRJ - Laboratório ATOMS - Termodinâmica Aplicada e Simulação Molecular","1001/2022","28/12/2022",36,"R$ 14365108,82","UFRJ"
"2808","22959-1","Adequação e manutenção de unidade multirreatores para processamento de nafta","PETROBRAS","PETROBRAS","INFRAESTRUTURA","Prover a adequação, alteração e atualização da unidade - 3R-HDT-20 - Vinci Technologies para utilização no projeto de P&D. Garantir a utilização de infraestrutura necessária para a avaliação simultânea de três sistemas catalíticos na reação de hidrodessulfurização de nafta craqueada e na avaliação e desenvolvimento de metodologias de desativação acelerada dos catalisadores comerciais de HDS.","ABASTECIMENTO","REFINO","SISTEMAS CATALÍTICOS",NA,NA,"UFRJ","UFRJ - NUCAT - Núcleo de Catálise","0770/2022","20/12/2022",18,"R$ 865495,77","UFRJ"
"2809","22960-9","Elaboração do projeto executivo de infraestrutura predial: Centro de Excelência em Estudos Moleculares, Energia e Petróleo - CEMEP","PETROBRAS","PETROBRAS","INFRAESTRUTURA - NOVA EDIFICAÇÃO OU ACRÉSCIMO DE ÁREA","Propiciar a elaboração de projeto executivo de infraestrutura predial do Centro de Excelência em Estudos Moleculares, Energia e Petróleo - CEMEP -  com finalidade de permitir a instalação do equipamento de grande porte - espectrômetro de massas de ultra alta resolução 15 T SolariX 2xR, para ampliação da capacidade analítica em petroleômica e futuramente o equipamento para determinação de """"clumped isotopes""""de metano.","TEMAS TRANSVERSAIS","AVALIAÇÃO DA CONFORMIDADE, MONITORAMENTO E CONTROLE","METODOLOGIAS E SISTEMAS DE CONTROLE DA QUALIDADE",NA,NA,"UFG","UFG - Instituto de Química","0051/2023","06/03/2023",6,"R$ 97850,00","UFG"
"2810","22961-7","Inteligência artificial aplicada na criação de modelos representativos de mancais hidrodinâmicos, selos anulares e máquinas rotativas (ROSS - Digital Twin)","PETROBRAS","PETROBRAS","PESQUISA APLICADA","O objetivo é construir um software web-based, funcional no ambiente web da Petrobras, capaz de simular através de modelos neurais, a partir do OpenFoam, mancais hidrodinâmicos e selos anulares considerando diferentes geometrias e condições de operação. Além disso, esse software também será capaz de criar digital twins de máquinas rotativas a partir de dados simulados e experimentais para aplicações de sensoriamento virtual, balanceamento de rotores e análise de incertezas e confiabilidade.","TEMAS TRANSVERSAIS","AVALIAÇÃO DA CONFORMIDADE, MONITORAMENTO E CONTROLE","AUTOMAÇÃO, CONTROLE, INSTRUMENTAÇÃO E METROLOGIA",NA,NA,"UFU","UFU - Laboratório de Mecânica de Estruturas - LMEst",NA,"01/08/2022",36,"R$ 4693105,21","UFU"
"2811","22962-5","Simulador das Plantas de Processo para Otimização Multiobjetivo para redução de CAPEX, footprint e inventário de gases de efeito estufa","PETROBRAS","PETROBRAS","DESENVOLVIMENTO EXPERIMENTAL","Desenvolver um simulador preditivo de arranjos conceituais de unidades de produção de petróleo e gás do tipo FPSO, que proporcione maior agilidade às análises realizadas na fase de projeto pré-conceitual, e que possua capacidade de otimização multiobjetivo, a fim de reduzir a intensidade de emissões de gases de efeito estufa (""""IGEE""""), CAPEX (""""Capital Expense"""") e OPEX (""""Operating Expense"""") das plantas de processo de óleo e gás, respeitando as restrições de peso e volume (""""footprint"""") do projeto.","TEMAS TRANSVERSAIS","SEGURANÇA E MEIO AMBIENTE","EMISSÕES DE GASES DE EFEITO ESTUFA NA INDÚSTRIA DE PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS",NA,"MOTTA, SOUTO E DAMASCENO SISTEMAS LTDA",NA,NA,NA,"29/07/2022",18,"R$ 1487339,63",NA
"2812","22963-3","Suporte remoto com tecnologias imersivas de realidade aumentada entre profissionais em sondas offshore e o time de especialistas em solo.","PETROBRAS","PETROBRAS","DESENVOLVIMENTO EXPERIMENTAL","A MIX reality desenvolveu uma solução que dá ao colaborador acesso fácil e imediato a informações na área operacional. Utilizando nossa solução será possível criar uma comunicação mais dinâmica através de suporte remoto o que permite acompanhar as atividades nas plataformas das sondas offshore sem a necessidade de deslocamento dos especialistas (suporte técnico) que podem realizar atendimentos a distância em qualquer lugar de trabalho utilizando smartphones, tablets e smartglass.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","ENGENHARIA DE POÇO","MANUTENÇÃO E INSPEÇÃO - SEGURANÇA",NA,"MIX REALITY SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA",NA,NA,NA,"29/07/2022",12,"R$ 493459,76",NA
"2813","22964-1","Sistema de monitoramento e equipamento protótipo para prever a ocorrência de falhas em motores elétricos de indução, acionadores de bombas e compressores","PETROBRAS","PETROBRAS","PESQUISA APLICADA","Desenvolvimento, em caráter experimental laboratorial e de campo, de um sistema com fibras ópticas para o monitoramento e o diagnóstico preditivo inequívoco de falhas de motores elétricos, verificando sua viabilidade técnica e econômica. O sistema deverá aplicar o conceito tecnológico de IOT visando acompanhamento remoto dos dados obtidos. De forma secundária, deverá estabelecer integração das medições com o banco de dados das empresas ojetivando suporte às áreas de manutenção e operação.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS","DESENVOLVIMENTO DE EQUIPAMENTOS",NA,NA,"UFRJ","UFRJ - Laboratório de Instrumentação e Fotônica",NA,"28/07/2022",30,"R$ 3549135,97","UFRJ"
"2814","22965-8","Plataforma GIS CCUS Brasil","PETROBRAS","PETROBRAS","PESQUISA APLICADA","O objetivo geral do projeto é desenvolver e disponibilizar uma plataforma digital online contendo a base de dados espacial e georreferenciada com informações sobre os recursos geológicos para armazenamento de CO2 no Brasil, bem como as fontes estacionárias de CO2 e possibilidades de transporte fonte-sumidouro.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS","CAPTURA E ESTOCAGEM DE CO2",NA,NA,"PUC-RS","PUC-RS - Instituto do Petróleo e dos Recursos Naturais",NA,"01/08/2022",24,"R$ 1096608,42","PUC-RS"
"2815","22966-6","Desenvolvimento de softwares de inversão de dados multi-físicos com otimização via inteligência artificial","PETROBRAS","PETROBRAS","PESQUISA APLICADA","1. Estabelecer no Brasil um know-how de ponta de Integrated Reservoir Model (IRM) Building.
2. Reduzir drasticamente as incertezas chaves e maximizar o valor da informação da sísmica - CSEM integrada para produzir um
aprimorado IMR.
3. Desenvolver tecnologias inovadoras de interpretação/inversão sísmica - CSEM acoplada com dados de reservatório.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS","DESENVOLVIMENTO DE NOVOS ALGORITMOS",NA,NA,"LNCC","LNCC - Centro Nacional de Processamento de Alto Desempenho",NA,"27/07/2022",36,"R$ 6601950,81","LNCC"
"2816","22967-4","Big Anchoring (Plataforma de previsão e tratamento de dados para detecção de eventos em linhas de ancoragem)","PETROBRAS","PETROBRAS","PESQUISA APLICADA","O objetivo geral é o desenvolvimento de uma plataforma de manipulação e processamento de grandes massas de dados baseada em Big data e sistemas distribuídos para tratamento de dados Sistema de Monitoração Offshore (SMO) e correlacionar dados que tenham a ver com eventos do sistema de ancoragem.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS","DESENVOLVIMENTO DE NOVOS ALGORITMOS",NA,NA,"PUC-Rio","PUC-Rio - Laboratório de Inteligência Computacional Aplicada - ICA",NA,"29/07/2022",12,"R$ 1513169,28","PUC-Rio"
"2817","22968-2","Avaliação do impacto da molhabilidade na permeabilidade relativa","PETROBRAS","PETROBRAS","PESQUISA APLICADA","Avaliar as principais técnicas para restauração de molhabilidade em amostras de rocha para obtenção da permeabilidade relativa água-óleo em condições representativas dos reservatórios do Pré-Sal Brasileiro. Pretende-se aumentar a compreensão dos processos de restauração de molhabilidade, criar uma metodologia/solução para determinação das incertezas nas curvas de permeabilidade relativa água-óleo e avaliar a restauração de molhabilidade com óleo vivo e óleo morto diluído com diferentes solventes","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","RECUPERAÇÃO AVANÇADA DE PETRÓLEO","RECUPERAÇÃO MELHORADA DE PETRÓLEO",NA,NA,"UFRJ","UFRJ - LRAP - Laboratório de Recuperação Avançada de Petróleo",NA,"03/08/2022",36,"R$ 5652385,70","UFRJ"
"2818","22969-0","Tectônica Cenozoica da Margem Continental do Sudeste do Brasil: padrões de deformação e controle na sedimentação.","PETROBRAS","PETROBRAS","PESQUISA APLICADA","Definir um modelo integrado onshore e offshore para a evolução tectônica e sedimentar no Cenozoico da Margem Sudeste do Brasil. Gerar novos dados geológicos e geofísicos e aplicar o conhecimento produzido para melhorar a avaliação de áreas-alvo da exploração e da produção nas bacias de Santos e Campos, incluindo treinamento das equipes Petrobras interessadas nessas áreas.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS","TÉCNICAS DE AQUISIÇÃO, PROCESSAMENTO E INTERPRETAÇÃO DE DADOS GEOFÍSICOS",NA,NA,"UFF","UFF - Grupo de Imageamento Sísmico e Inversão Sismica (ISIS)",NA,"02/08/2022",48,"R$ 13937657,72","UFF"
"2819","22970-8","Digital Twin de Ancoragem: Novos desenvolvimentos em  sensores virtuais e métodos de detecção de rompimento de linhas,  com qualificação dos dados monitorados  e aprimoramentos nos sistemas MonK, SDRL e SMO","PETROBRAS","PETROBRAS","PESQUISA APLICADA","Desenvolver  novos métodos, algoritmos e rotinas associadas aos módulos do Digital Twin de ancoragem Monk, SDRL e SMO. Alcançar maior automação com a criação de novos sensores virtuais, micro-serviços para disponibilização na Web, e integração dos sistemas. Melhorar a qualidade dos dados e reduzir  falsos positivos de identificação de rompimento, visando consolidar e expandir o uso do monitoramento automático, trazendo maior segurança operacional às plataformas flutuantes da Petrobras.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS","RISERS, UMBILICAIS E DUTOS SUBMARINOS",NA,NA,"UFRJ","UFRJ - LAMCSO - Laboratório de Métodos Computacionais e Sistemas Offshore",NA,"03/08/2022",30,"R$ 3045538,12","UFRJ"
"2820","22971-6","INTERFACES 3D - Simulador de eficiência de remoção de fluidos em operações de cimentação em cenários complexos","PETROBRAS","PETROBRAS","PESQUISA APLICADA","O objetivo é desenvolver um simulador computacional 3D para o processo de deslocamento de uma sequência de fluidos considerando diferentes reologias, vazões de bombeio e configurações geométricas. O projeto visa obter um melhor entendimento dos fenômenos presentes em diferentes operações de deslocamento envolvendo fluidos de perfuração, colchões e pastas de cimento, e desta forma viabilizar a otimização dos processos envolvidos.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS","MÉTODOS E PROCESSOS DE ESCOAMENTO",NA,NA,"PUC-Rio","PUC-Rio - Grupo de Reologia",NA,"28/07/2022",30,"R$ 9350962,86","PUC-Rio"
"2821","22972-4","Sistema autônomo de caracterização de Permeabilidade Relativa","PETROBRAS","PETROBRAS","PROTÓTIPO OU UNIDADE PILOTO","Desenvolver um protótipo autônomo para realização de ensaios de petrofísica básica e especial, bem como realização de processos de limpeza, saturação, envelhecimento, dentre outros; em um único equipamento e sem necessidade de remover a amostra de rocha do confinamento. O protótipo realizará as operações em condições de reservatório.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","ENGENHARIA DE POÇO","AUTOMAÇÃO, CONTROLE, INSTRUMENTAÇÃO E METROLOGIA",NA,NA,"UFRRJ","UFRRJ - Laboratório de Escoamento de Fluidos (LEF) - Giulio Massarani",NA,"01/09/2022",48,"R$ 12554529,00","UFRRJ"
