Nº ANP;TITULO;EMPRESA RESPONSÁVEL;DEMAIS PROPONENTES;QUALIFICAÇÃO;OBJETIVO;ÁREA;TEMA;SUBTEMA;EXECUTOR 1;EXECUTOR 2;EXECUTOR 3;EXECUTOR 4;EXECUTOR 5;EXECUTOR 6;EXECUTOR 7;EXECUTOR 8;Nº AUTORIZAÇÃO;DATA INÍCIO;PRAZO;VALOR CLAUSULA
22376-8;Ampliação elenco de petróleos sem precipitação de asfaltenos;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Identificação de metodologia de previsão de estabilidade e compatibilidade de petróleos, que melhor representem as situações industriais.;TEMAS TRANSVERSAIS;DISTRIBUIÇÃO, LOGÍSTICA E TRANSPORTE;LOGÍSTICA;PETROBRAS;;;;;;;;;01/02/2021;36; R$ 1,763,878.68 
22377-6;Redução de NOx em caldeiras;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Avaliação fluidodinâmica da Caldeira de CO da REPAR após alteração da forma de Operação -conceito ciclone.  Avaliar efeito de modificação do estagiamento do gás do regenerador entre os pisos de queima das caldeiras tangenciais de CO, avaliar interação entre a queima do gás de CO e gás suplementar e ainda avaliação da interação entre o ar suplementar e o gás rico bem como do nível de excesso de O2. No caso de caldeiras não tangenciais deverá ser avaliada alternativas viáveis de redução de NOx;ABASTECIMENTO;REFINO;PROCESSAMENTO DE PETRÓLEO;PETROBRAS;;;;;;;;;01/02/2021;36; R$ 152,108.92 
22378-4;Eliminação/redução de reposição de internos de torres de URCO2 através de implementação de plano de acompanhamento;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;O objetivo desta entrega é o desenvolvimento de um plano de acompanhamento analítico do solvente utilizado na absorção nas unidades de remoção de CO2 que utilizam aminas. Esse plano de acompanhamento antecipa problemas de capacidade e corrosão na unidade, melhorando sua disponibilidade.;GÁS NATURAL;PRODUÇÃO E PROCESSAMENTO;PROCESSAMENTO DE GÁS NATURAL;PETROBRAS;;;;;;;;;01/02/2021;12; R$ 177,750.18 
22379-2;Licitação de volume reduzido de aminas para URCO2s do UTGCAB e UN-ES utilizando protocolo de pré-qualificação;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Esta entrega visa a elaboração de um protocolo de pré-qualificação de aminas ativadas, que permitirá que as unidades de remoção de CO2 que utilizam esse produto sejam capazes comparar diferentes fornecedores e utilizar critérios técnicos para a compra de reposição, evitando trocas não necessárias de inventário.;GÁS NATURAL;PRODUÇÃO E PROCESSAMENTO;PROCESSAMENTO DE GÁS NATURAL;PETROBRAS;;;;;;;;;01/02/2021;18; R$ 132,370.20 
22380-0;Implementação de novo solvente para absorção de CO2;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Desenvolver um solvente alternativo para remoção de CO2 em unidades de absorção, com objetivo primário de redução de custos operacionais.;GÁS NATURAL;PRODUÇÃO E PROCESSAMENTO;PROCESSAMENTO DE GÁS NATURAL;PETROBRAS;;;;;;;;;01/02/2021;60; R$ 4,238,899.20 
22381-8;Otimização de Fornos e linhas de transferência das UCRs;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;O objetivo desse trabalho é aplicar nas refinarias do Sudeste uma metodologia para otimização de Fornos e linhas de transferência das UCRs, reduzindo as taxas de deposição de coque e consequentes paradas das unidades.;ABASTECIMENTO;REFINO;OTIMIZAÇÃO E CONFIABILIDADE DE EQUIPAMENTOS, PROCESSOS E SISTEMAS;PETROBRAS;;;;;;;;;01/02/2021;22; R$ 329,525.46 
22382-6;Maximização do uso dos catalisadores de Reforma a vapor;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;O objetivo desta entrega é a avaliação da atividade residual dos catalisadores e adsorventes de reforma a vapor, além de determinação de critérios para maximização do uso dos mesmos, reduzindo o dispêndio com troca de inventário e perdas com paradas das unidades de geração de hidrogênio.;ABASTECIMENTO;REFINO;OTIMIZAÇÃO E CONFIABILIDADE DE EQUIPAMENTOS, PROCESSOS E SISTEMAS;PETROBRAS;;;;;;;;;01/02/2021;41; R$ 4,212,317.17 
22383-4;Redução de custos por aumento de recuperação H2;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Empreender iniciativas, práticas e modificações de processo com o objetivo de Reduzir Custos de operação nas Unidades de Geração de H2 pela maior recuperação de H2 nas PSAS. Para tanto pretende-se desenvolver uma ferramenta de diagnóstico e otimização de PSA, juntamente com a verificação de oportunidades de modificações em seu hardware e adsorventes que permitam o aumento de confiabilidade na operação.;ABASTECIMENTO;REFINO;OTIMIZAÇÃO E CONFIABILIDADE DE EQUIPAMENTOS, PROCESSOS E SISTEMAS;PETROBRAS;;;;;;;;;01/02/2021;41; R$ 2,075,897.44 
22384-2;Estimativa da taxa de reposição ótima dos catalisadores de FCC - Efeito da contaminação por vanádio e sódio;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Determinar novos fatores de sintonia do modelo FCC-SIM relacionados ao efeito de contaminação do catalisador por vanádio equivalente e sódio, provenientes da carga processada, para a maior assertividade da metodologia aplicada à estimativa de taxa de reposição ótima de catalisador de FCC.;ABASTECIMENTO;REFINO;SISTEMAS CATALÍTICOS;PETROBRAS;;;;;;;;;01/02/2021;12; R$ 96,037.56 
22385-9;Maximização do uso dos catalisadores de HDT - ativação e desativação;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Estudar a ativação e a desativação de catalisadores de HDT a fim de buscar o aumento do tempo de campanha dos catalisadores, maximizando seu uso.  Assim, com as atividades previstas, propõe-se avaliar alguns aspectos do procedimento de ativação dos catalisadores de HDT , bem como, implementar novos modelos de desativação a fim de melhor prever o efeito de modificações de processo no tempo de campanha, permitindo a escolha de condições de operação mais rentáveis.;ABASTECIMENTO;REFINO;SISTEMAS CATALÍTICOS;PETROBRAS;;;;;;;;;01/02/2021;29; R$ 3,423,045.14 
22386-7;Proposição de critérios para maximização do uso de catalisadores de HDS-NFCC;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;O objetivo desse projeto é a proposição de critérios para maximização do uso dos catalisadores de hidrodessulfurização seletiva de nafta craqueada (HDS-NFCC), identificando oportunidades de otimizar o processo e promover sua disponibilidade com desempenho, também reduzindo o fluxo de desembolsos com catalisadores, através de substituição parcial de inventário e/ou postergação de substituição de catalisadores.;ABASTECIMENTO;REFINO;PROCESSAMENTO DE PETRÓLEO;PETROBRAS;;;;;;;;;01/02/2021;35; R$ 1,935,085.68 
22387-5;HDT de diesel de Pré-sal no planejamento do Refino;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Representação do comportamento das unidades de HDT de Diesel nos sistemas de gestão de ativos (planejamento do refino) a partir do processamento de óleos do pré-sal, permitindo avaliar a influência e elenco nos esquemas de refino propostos para a produção de 100% de óleo diesel S10, nos investimentos em modificação de unidades existentes e na construção de novas unidades de HDT, bem como na produção da refinaria.;ABASTECIMENTO;REFINO;DESENVOLVIMENTO DE PRODUTOS DE MAIOR VALOR AGREGADO;PETROBRAS;;;;;;;;;01/02/2021;14; R$ 2,174,630.40 
22388-3;"Biodegradação de óleos e graxas de efluentes oleosos 
da indústria de petróleo";PETROBRAS;;PESQUISA APLICADA;O objetivo geral dessa pesquisa é desenvolver produtos biotecnológicos com potencial de degradação de óleos e graxas (dissolvidos e emulsionados) em tanques de armazenamento de águas oleosas, em ambiente offshore. Experimentos serão realizados em pequenos frascos e em reatores controlados.;TEMAS TRANSVERSAIS;SEGURANÇA E MEIO AMBIENTE;GERENCIAMENTO DE ÁGUAS, EFLUENTES E EMISSÕES DE POLUENTES REGULAMENTADOS;UFRJ - Laboratório de Bioprocessos;UFRJ - Laboratório de Controle de Poluição das Águas  LABPOL;;;;;;;;23/12/2021;24; R$ 1,740,515.40 
22389-1;Consolidação de informações técnicas de desempenho de CAP;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Avaliar os asfaltos brasileiros sob o ponto de vista reológico, avaliando a relação entre reologia e desempenho em serviço no pavimento, considerando propriedades químicas e matérias-primas.;ABASTECIMENTO;REFINO;TECNOLOGIA EM ASFALTO;PETROBRAS;;;;;;;;;01/02/2021;22; R$ 386,580.56 
22390-9;Flexibilizar a produção de CAP na REDUC;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Estabelecer as condições industriais para a produção de CAP na REDUC, por desasfaltação, usando matéria-prima 100% oriunda do pré-sal, ao mesmo tempo formulando e caracterizando os produtos asfálticos assim obtidos.;ABASTECIMENTO;REFINO;TECNOLOGIA EM ASFALTO;PETROBRAS;;;;;;;;;01/02/2021;6; R$ 709,111.92 
22391-7;CAPs de Alta Penetração;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Desenvolver formulações, realizar testes de desempenho e gerar informações técnicas e industriais para a produção de asfalto de maior penetração em refinaria da Petrobras.;ABASTECIMENTO;REFINO;TECNOLOGIA EM ASFALTO;PETROBRAS;;;;;;;;;01/02/2021;28; R$ 865,220.16 
22392-5;Implantação da oxicombustão integrada ao FCC;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Desenvolvimento do projeto conceitual da tecnologia de oxicombustão aplicada ao FCC, que tem com o objetivo de capturar o CO2 do processo de FCC, que é uma das principais fontes emissoras de uma refinaria.;TEMAS TRANSVERSAIS;SEGURANÇA E MEIO AMBIENTE;EMISSÕES DE GASES DE EFEITO ESTUFA NA INDÚSTRIA DE PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS;PETROBRAS;;;;;;;;;01/02/2021;60; R$ 596,095.20 
22393-3;Uso de membranas para captura de CO2 em separação subsea;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Desenvolvimento de processo de separação de CO2 do gás natural através de membranas em ambiente submarino;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;CAPTURA E ESTOCAGEM DE CO2;PETROBRAS;;;;;;;;;01/02/2021;60; R$ 75,646.98 
22394-1;Área de Sagitário - Previsão de qualidade de reservatório II;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Previsão de qualidade de reservatórios que minimizem os riscos exploratórios em áreas de alto soterramento através de mapas ou gráfico de risco de cimentação carbonática condicionada por gradientes térmicos e de pressão.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ESTUDOS GEOLÓGICOS DAS BACIAS SEDIMENTARES;PETROBRAS;;;;;;;;;01/02/2021;12; R$ 2,006,927.90 
22395-8;Novos critérios para avaliação de proteção catódica;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Realizar estudo de verificação da faixa de potencial eletroquímico de proteção catódica em equipamentos e acessórios submarinos em laboratório e em campo, estudar a possibilidade de utilização de ligas alternativas como anodo de sacrifício, além de definir a taxa de corrosão desses potenciais alternativos.;TEMAS TRANSVERSAIS;AVALIAÇÃO DA CONFORMIDADE, MONITORAMENTO E CONTROLE;AVALIAÇÃO DA CONFORMIDADE E DESEMPENHO E CERTIFICAÇÃO;PETROBRAS;;;;;;;;;24/08/2021;60; R$ 2,039,200.00 
22396-6;Plataforma de Análise de Imagens - Rocha Digital;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Desenvolver algoritmos e implementá-los em um software com o intuito de tratar imagens de lâminas, micro-CT, tomografia e perfil de imagens;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;PETROFÍSICA, PERFILAGEM DE POÇOS E AVALIAÇÃO DE FORMAÇÕES;PETROBRAS;;;;;;;;;01/02/2021;7; R$ 416,178.00 
22397-4;4D BR;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Disponibilização do algoritmo para interpretação 4D através de ferramenta de análise 4D moldada ao fluxo de trabalho ideal para o contexto dos campos em produção da Petrobras.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;TÉCNICAS DE AQUISIÇÃO, PROCESSAMENTO E INTERPRETAÇÃO DE DADOS GEOFÍSICOS;PETROBRAS;;;;;;;;;28/05/2021;7; R$ 4,009,983.92 
22398-2;TriGeA® ¿ Módulo Monitoramento de Bombas Submersas (MBS);PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;O projeto visa o desenvolvimento de uma solução para monitoramento online do desempenho e da condição de operação dos conjuntos moto-bombas através da integração de tecnologias de Inteligência Artificial (Machine Learning - ML) e incluindo aperfeiçoamento de protótipo de metodologia de diagnóstico de falhas desenvolvida pelo CENPES/E&P e implementada no TriGeA®.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;DESENVOLVIMENTO DE NOVOS ALGORITMOS;PETROBRAS;;;;;;;;;17/05/2021;12; R$ 2,353.32 
22399-0;IRDR-CO2: Identificação de Rompimento de Dutos de Reinjeção de CO2;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Desenvolver metodologia(s) de identificação de rompimento de dutos de injeção de gás rico em CO2 através da avaliação dos padrões de comportamentos da planta de compressão em UEP(s) (Unidades Estacionárias de Produção).;TEMAS TRANSVERSAIS;AVALIAÇÃO DA CONFORMIDADE, MONITORAMENTO E CONTROLE;METODOLOGIAS E SISTEMAS DE CONTROLE DA QUALIDADE;PETROBRAS;;;;;;;;;16/06/2021;18; R$ 434,290.50 
22401-4;Soluções para remoção de líquido em linhas de produção e serviço;PETROBRAS;;PROTÓTIPO OU UNIDADE PILOTO;O objetivo é disponibilizar uma solução tecnológica para remoção de líquido das Linhas de Produção de Óleo (LPO) e das Linhas de Serviço (LS), com acesso horizontal no spool das Unidades Estacionárias de Produção (UEPs). O retorno de fluido deve ser dar obrigatoriamente para a planta de processo da unidade na superfície. Além disso,  deve utilizar equipamentos leves (até 10 t), ocupar pouca área de convés e atender, preferencialmente, os cenários lazy-wave e catenária livre.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;DESENVOLVIMENTO DE EQUIPAMENTOS;PETROBRAS;;;;;;;;;21/07/2021;48; R$ 15,235,442.08 
22402-2;S-DWI - Sistema Submarino de Injeção de Água do Mar com Dessulfatação;PETROBRAS;;PROTÓTIPO OU UNIDADE PILOTO;Sistema Submarino de Injeção de Água do Mar com Dessulfatação: sistema que tem o objetivo de substituir ou complementar sistemas topside de injeção de água do mar dessulfatada, utilizados com o objetivo de promover recuperação secundária de hidrocarbonetos nos reservatórios.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;RECUPERAÇÃO AVANÇADA DE PETRÓLEO;INJEÇÃO E GERENCIAMENTO DE ÁGUAS;PETROBRAS;;;;;;;;;27/10/2021;60; R$ 3,630,052.80 
22067-3;PROJETO DE MELHORIA DA CAPACITAÇÃO TÉCNICA DO LABORATÓRIO DE PENEIRAS MOLECULARES ¿ LABPEMOL-UFRN;PETROGAL;;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;"Dotar o Laboratório de Peneiras Moleculares - LABPEMOL - UFRN com equipamento essencial para a execução do projeto de P;D&I "" DESENVOLVIMENTO DE UMA NOVA TECNOLOGIA DE PROCESSO CATALÍTICO INDUSTRIAL DE CONVERSÃO DE CO2 A METANOL EMPREGANDO PENEIRAS MOLECULARES NUM NOVO REATOR DE PRODUÇÃO CONTÍNUA TIPO NETMIX  - ¿CAT4METMIX¿";TEMAS TRANSVERSAIS;MATERIAIS;NOVOS MATERIAIS;UFRN - Laboratório de Peneiras Moleculares;;;;;;;;0071/2021;01/12/2021;12; R$ 7,511,111.00 
22066-5;"CAPACITAÇÃO DO LEACAT COM MEIOS OPERACIONAIS E INFRAESTRUTURA TÉCNICA PARA REALIZAÇÃO DE PROJETOS DE P, D&I AVANÇADOS 
NA ÁREA DA CATÁLISE E NA PRODUÇÃO CONTINUA DE METANOL";PETROGAL;;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;O presente projeto tem como principal objetivo dotar o LEACAT com meios operacionais que o capacitem para a realização de novos projetos de P,D&I como o que se pretende realizar em co-execução com a UFRN na sintese de metanol por via catalitica empregando peneiras moleculares - Cat4MetMIX;ABASTECIMENTO;COMBUSTÍVEIS E LUBRIFICANTES;GASOLINAS;UFRJ - LEACAT - Laboratório de Estudos em Alcoolquímica e Catálise;;;;;;;;0073/2021;25/11/2021;18; R$ 10,352,607.00 
22403-0;SCC-LIFE 3.0;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;O objetivo desse projeto consiste no desenvolvimento de metodologias de cálculo de vida útil de dutos flexíveis sujeitos ao fenômeno de Corrosão sob Tensão por CO2 (SCC-CO2) e implementação de ferramenta de cálculo de vida em ambiente WEB.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;RISERS, UMBILICAIS E DUTOS SUBMARINOS;PETROBRAS;;;;;;;;;01/02/2021;17; R$ 4,688,354.52 
22404-8;Critérios de aceitação para vibração de equipamentos estáticos (especificação técnica);PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Realizar uma ampla revisão bibliográfica/conceitual, enfatizando critérios de aceitação para carregamentos dinâmicos causados por vibrações para análise de equipamentos estáticos. Será feito um levantamento das metodologias existentes para permitir o desenvolvimento de critérios complementares e criação de metodologias de análises mais sofisticadas para os diversos cenários operacionais da indústria O&G.;TEMAS TRANSVERSAIS;SEGURANÇA E MEIO AMBIENTE;INTEGRIDADE DE EQUIPAMENTOS E INSTALAÇÕES;PETROBRAS;;;;;;;;;01/02/2021;36; R$ 221,169.80 
22405-5;Neutralizadores de vibração viscoelásticos (ET de projeto de neutralizadores);PETROBRAS;;PROTÓTIPO OU UNIDADE PILOTO;O objetivo deste projeto é desenvolver e aplicar uma metodologia para o design de um sistema de neutralizadores viscoelásticos para controle de vibrações em tubulações e vasos absorvedores de pulsação de compressor alternativo (da Petrobrás), solucionando o problema de elevados níveis de vibração.;TEMAS TRANSVERSAIS;SEGURANÇA E MEIO AMBIENTE;INTEGRIDADE DE EQUIPAMENTOS E INSTALAÇÕES;PETROBRAS;;;;;;;;;01/02/2021;12; R$ 29,550.03 
22406-3;OpenPulse v1.0.0 - software de análise de pulsação acusticamente induzida;PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Desenvolver um procedimento computacional em código aberto para análise de pulsação acústica em tubulações de unidades de processo para avaliação de problemas de vibração acusticamente induzida (AIV), sobretudo para sistemas de compressores alternativos.;TEMAS TRANSVERSAIS;AVALIAÇÃO DA CONFORMIDADE, MONITORAMENTO E CONTROLE;AUTOMAÇÃO, CONTROLE, INSTRUMENTAÇÃO E METROLOGIA;PETROBRAS;;;;;;;;;01/02/2021;10; R$ 47,066.40 
22407-1;Sistema Full Wireless para Monitoramento de Condição de Equipamentos Dinâmicos;PETROBRAS;;PROTÓTIPO OU UNIDADE PILOTO;Desenvolver com o uso de tecnologia 100% nacional um Sistema de Monitoramento Contínuo de Condição de Equipamentos Dinâmicos - Full Wireless, completo, aberto, robusto, confiável e de baixo custo tanto de instalação quanto de manutenção, de modo a tornar ordinário o monitoramento contínuo até mesmo de equipamentos menos estratégicos, mas que nem por isto deixam de ser importantes para a confiabilidade global dos equipamentos dinâmicos das plantas de processamento de petróleo.;TEMAS TRANSVERSAIS;AVALIAÇÃO DA CONFORMIDADE, MONITORAMENTO E CONTROLE;AUTOMAÇÃO, CONTROLE, INSTRUMENTAÇÃO E METROLOGIA;PETROBRAS;;;;;;;;;01/02/2021;12; R$ 121,431.31 
22408-9;"SPT - LICENCIAMENTO DO COMPONENTE ""COPO"" PARA ELIMINAÇÂO DO ESCOVAMENTO DO COLARINHO (CUTBACK)";PETROBRAS;;DESENVOLVIMENTO EXPERIMENTAL;Licenciar o uso do Componente COPO do Sistema de Preservação de Tubos Revestidos para Dutos Terrestres e Submarinos - SPT pelos revestidores, como mascaramento das extremidades durante o processo de revestimento, eliminando a operação de escovamento. Esta entrega parcial visa antecipar resultados e recursos ao projeto original, uma vez que a eliminação desta atividade trará ganhos econômicos, de produtividade, diminuição de riscos físicos e danos ao meio ambiente.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;DESENVOLVIMENTO DE EQUIPAMENTOS;PETROBRAS;;;;;;;;;01/02/2021;12; R$ 392,091.84 
